--- chiEFTparameters used ---
n_mesh = 50
pmax_fm = 5.0
emax = 4
Nnmax = 20
chi_order = 4
calc_NN = true
calc_3N = true
coulomb = true
calc_EperA = false
hw = 20.0
srg = true
srg_lambda = 2.0
tbme_fmt = snt.bin
fn_tbme = tbme_emn500n4lo_2n3n_srg2.0hw20emax4.snt.bin
pottype = emn500n4lo
LambdaSFR = 700.0
target_nlj = Vector{Int64}[]
v_chi_order = 0
n_mesh_P = 10
Pmax_fm = 3.0
kF = 1.35
BetaCM = 0.0
-----------------------------
size of dWS (jmax 9 lmax 40 e2max 8 Nnmax 20):
     dtri    4.46 MB    dcgm0    1.11 MB  d6j_int    1.11 MB   d6j_lj    0.28 MB
  d9j_lsj    1.76 MB  dictHOB    0.44 MB
# of two-body states 78
# of sp states 15
# of channels 2bstate 55 #TBME = 34320
size of dWS (jmax 9 lmax 40 e2max 8 Nnmax 20):
     dtri    4.46 MB    dcgm0    1.11 MB  d6j_int    1.11 MB   d6j_lj    0.28 MB
  d9j_lsj    1.76 MB  dictHOB    0.44 MB
target: O16 Ref. => Z=8 N=8 E:     -86.8656  = E1b    329.29  + E2b   -416.16   (    -35.64  -327.21   -53.31)
EMP2    -23.15627 1b    -0.000 pp    -2.982 pn   -17.138 nn    -3.036
EMP3      0.47114 pp     0.637 hh    -1.206 ph     1.040
E_HF    -86.86559  E_MBPT(3) =    -109.5507  Eexp:     -127.619

parameters in ann_sample_params.jl will be used.
 step:        s             E0   ||Omega_1||   ||Omega_2||     ||Eta_1||     ||Eta_2||    Ncomm.  nwritten
   418  104.500  -111.84698220  2.900087e-01  1.622816e+00  3.258195e-07  1.110569e-06      4687         0
   419  104.750  -111.84698223  2.900087e-01  1.622816e+00  3.192054e-07  1.088024e-06      4698         0
   420  105.000  -111.84698225  2.900087e-01  1.622816e+00  3.127255e-07  1.065938e-06      4709         0
   421  105.250  -111.84698228  2.900088e-01  1.622816e+00  3.063772e-07  1.044299e-06      4720         0
   422  105.500  -111.84698231  2.900088e-01  1.622816e+00  3.001578e-07  1.023100e-06      4731         0
   423  105.750  -111.84698234  2.900089e-01  1.622816e+00  2.940646e-07  1.002331e-06      4742         0
   424  106.000  -111.84698237  2.900089e-01  1.622816e+00  2.880951e-07  9.819840e-07      4753         0
   425  106.250  -111.84698239  2.900090e-01  1.622816e+00  2.822468e-07  9.620499e-07      4764         0
   426  106.500  -111.84698242  2.900090e-01  1.622816e+00  2.765172e-07  9.425204e-07      4775         0
Operator:Rp2
   HF point proton radius     2.147429 charge radius     2.302077 => HF+PT     2.322211
IMSRG point proton radius     2.210162 charge radius     2.360704
target: Ca40 Ref. => Z=20 N=20 E:    -242.2325  = E1b    980.70  + E2b  -1222.94   (    -69.47  -989.88  -163.58)
EMP2    -52.61629 1b    -0.000 pp    -7.237 pn   -37.984 nn    -7.395
EMP3      3.45120 pp     0.480 hh    -1.711 ph     4.682
E_HF   -242.23255  E_MBPT(3) =    -291.3976  Eexp:     -342.052

parameters in ann_sample_params.jl will be used.
 step:        s             E0   ||Omega_1||   ||Omega_2||     ||Eta_1||     ||Eta_2||    Ncomm.  nwritten
     0    0.000  -242.23254846  0.000000e+00  0.000000e+00  3.609144e-16  2.479196e+00         0         0
     1    0.250  -264.81639776  9.022860e-17  6.197990e-01  1.750834e-02  1.737267e+00         9         0
     2    0.500  -276.61045900  4.394255e-03  1.053205e+00  2.712596e-02  1.276324e+00        21         0
     3    0.750  -283.15093417  1.120026e-02  1.370414e+00  3.242310e-02  9.629982e-01        33         0
     4    1.000  -286.92746647  1.932219e-02  1.608341e+00  3.514006e-02  7.403799e-01        46         0
     5    1.250  -289.18148896  2.810920e-02  1.789742e+00  3.622653e-02  5.778757e-01        60         0
     6    1.500  -290.56751393  3.714934e-02  1.929781e+00  3.624294e-02  4.569372e-01        74         0
     7    1.750  -291.44388189  4.617452e-02  2.039013e+00  3.554015e-02  3.655199e-01        88         0
     8    2.000  -292.01275176  5.500701e-02  2.124992e+00  3.435093e-02  2.954718e-01       102         0
     9    2.250  -292.39123003  6.352875e-02  2.193225e+00  3.283786e-02  2.411270e-01       116         0
    10    2.500  -292.64885997  7.166275e-02  2.247786e+00  3.111900e-02  1.984748e-01       130         0
    11    2.750  -292.82794308  7.936130e-02  2.291724e+00  2.928216e-02  1.646362e-01       144         0
    12    3.000  -292.95481972  8.659795e-02  2.327340e+00  2.739336e-02  1.375200e-01       157         0
    13    3.250  -293.04626812  9.336236e-02  2.356390e+00  2.550190e-02  1.155914e-01       170         0
    14    3.500  -293.11321147  9.965562e-02  2.380221e+00  2.364427e-02  9.771142e-02       184         0
    15    3.750  -293.16290920  1.054873e-01  2.399879e+00  2.184679e-02  8.302609e-02       198         0
    16    4.000  -293.20027939  1.108732e-01  2.416176e+00  2.012771e-02  7.088808e-02       212         0
    17    4.250  -293.22871325  1.158331e-01  2.429752e+00  1.849900e-02  6.080124e-02       226         0
    18    4.500  -293.25058691  1.203897e-01  2.441113e+00  1.696766e-02  5.238102e-02       240         0
    19    4.750  -293.26758945  1.245671e-01  2.450659e+00  1.553694e-02  4.532603e-02       254         0
    20    5.000  -293.28093720  1.283901e-01  2.458713e+00  1.420726e-02  3.939751e-02       268         0
    21    5.250  -293.29151629  1.318836e-01  2.465534e+00  1.297693e-02  3.440425e-02       282         0
    22    5.500  -293.29997907  1.350720e-01  2.471330e+00  1.184276e-02  3.019156e-02       296         0
    23    5.750  -293.30681033  1.379791e-01  2.476272e+00  1.080055e-02  2.663304e-02       310         0
    24    6.000  -293.31237352  1.406272e-01  2.480500e+00  9.845409e-03  2.362440e-02       324         0
    25    6.250  -293.31694327  1.430379e-01  2.484128e+00  8.972096e-03  2.107885e-02       338         0
    26    6.500  -293.32072872  1.452312e-01  2.487250e+00  8.175178e-03  1.892359e-02       352         0
    27    6.750  -293.32389026  1.472260e-01  2.489945e+00  7.449216e-03  1.709711e-02       366         0
    28    7.000  -293.32655299  1.490437e-01  2.492277e+00  6.786891e-03  1.554777e-02       379         0
    29    7.250  -293.32881179  1.506956e-01  2.494302e+00  6.185407e-03  1.423037e-02       392         0
    30    7.500  -293.33074204  1.521966e-01  2.496064e+00  5.639781e-03  1.310702e-02       405         0
    31    7.750  -293.33240314  1.535606e-01  2.497601e+00  5.145299e-03  1.214546e-02       418         0
    32    8.000  -293.33384218  1.548002e-01  2.498947e+00  4.697540e-03  1.131832e-02       431         0
    33    8.250  -293.33509675  1.559270e-01  2.500128e+00  4.292378e-03  1.060251e-02       444         0
    34    8.500  -293.33619705  1.569514e-01  2.501167e+00  3.925986e-03  9.978676e-03       457         0
    35    8.750  -293.33716748  1.578830e-01  2.502084e+00  3.594827e-03  9.430709e-03       470         0
    36    9.000  -293.33802790  1.587307e-01  2.502896e+00  3.295643e-03  8.945289e-03       483         0
    37    9.250  -293.33879456  1.595023e-01  2.503616e+00  3.025438e-03  8.511481e-03       496         0
    38    9.500  -293.33948085  1.602049e-01  2.504258e+00  2.781468e-03  8.120363e-03       509         0
    39    9.750  -293.34009786  1.608452e-01  2.504830e+00  2.561222e-03  7.764690e-03       522         0
    40   10.000  -293.34065484  1.614290e-01  2.505343e+00  2.362405e-03  7.438605e-03       535         0
    41   10.250  -293.34115953  1.619617e-01  2.505804e+00  2.182924e-03  7.137384e-03       548         0
    42   10.500  -293.34161847  1.624480e-01  2.506219e+00  2.020871e-03  6.857228e-03       561         0
    43   10.750  -293.34203718  1.628925e-01  2.506594e+00  1.874510e-03  6.595081e-03       574         0
    44   11.000  -293.34242039  1.632990e-01  2.506934e+00  1.742260e-03  6.348483e-03       587         0
    45   11.250  -293.34277212  1.636711e-01  2.507244e+00  1.622690e-03  6.115450e-03       600         0
    46   11.500  -293.34309583  1.640121e-01  2.507527e+00  1.514497e-03  5.894379e-03       613         0
    47   11.750  -293.34339454  1.643248e-01  2.507785e+00  1.416503e-03  5.683968e-03       626         0
    48   12.000  -293.34367082  1.646119e-01  2.508023e+00  1.327643e-03  5.483154e-03       639         0
    49   12.250  -293.34392694  1.648758e-01  2.508242e+00  1.246954e-03  5.291061e-03       652         0
    50   12.500  -293.34416488  1.651186e-01  2.508444e+00  1.173570e-03  5.106966e-03       665         0
    51   12.750  -293.34438637  1.653422e-01  2.508631e+00  1.106709e-03  4.930262e-03       678         0
    52   13.000  -293.34459294  1.655485e-01  2.508805e+00  1.045672e-03  4.760440e-03       691         0
    53   13.250  -293.34478593  1.657389e-01  2.508967e+00  9.898316e-04  4.597061e-03       704         0
    54   13.500  -293.34496982  1.659086e-01  2.509118e+00  9.441176e-04  4.438759e-03       716         0
    55   13.750  -293.34514258  1.660668e-01  2.509260e+00  9.013006e-04  4.286341e-03       728         0
    56   14.000  -293.34530508  1.662146e-01  2.509393e+00  8.611790e-04  4.139494e-03       740         0
    57   14.250  -293.34545811  1.663525e-01  2.509518e+00  8.235512e-04  3.997938e-03       752         0
    58   14.500  -293.34560238  1.664816e-01  2.509636e+00  7.882217e-04  3.861426e-03       764         0
    59   14.750  -293.34573855  1.666023e-01  2.509748e+00  7.550056e-04  3.729732e-03       776         0
    60   15.000  -293.34586721  1.667154e-01  2.509853e+00  7.237305e-04  3.602651e-03       788         0
    61   15.250  -293.34598888  1.668215e-01  2.509953e+00  6.942375e-04  3.479996e-03       800         0
    62   15.500  -293.34610405  1.669211e-01  2.510048e+00  6.663811e-04  3.361590e-03       812         0
    63   15.750  -293.34621318  1.670146e-01  2.510139e+00  6.400292e-04  3.247270e-03       824         0
    64   16.000  -293.34631666  1.671026e-01  2.510225e+00  6.150619e-04  3.136882e-03       836         0
    65   16.250  -293.34641486  1.671854e-01  2.510307e+00  5.913707e-04  3.030281e-03       848         0
    66   16.500  -293.34650813  1.672635e-01  2.510386e+00  5.688581e-04  2.927330e-03       860         0
    67   16.750  -293.34659678  1.673371e-01  2.510461e+00  5.474359e-04  2.827896e-03       872         0
    68   17.000  -293.34668110  1.674066e-01  2.510533e+00  5.270249e-04  2.731856e-03       884         0
    69   17.250  -293.34676134  1.674723e-01  2.510602e+00  5.075536e-04  2.639090e-03       896         0
    70   17.500  -293.34683776  1.675345e-01  2.510668e+00  4.889576e-04  2.549483e-03       908         0
    71   17.750  -293.34691058  1.675933e-01  2.510731e+00  4.711789e-04  2.462926e-03       920         0
    72   18.000  -293.34698001  1.676491e-01  2.510792e+00  4.541648e-04  2.379314e-03       932         0
    73   18.250  -293.34704624  1.677020e-01  2.510850e+00  4.378679e-04  2.298543e-03       944         0
    74   18.500  -293.34710946  1.677522e-01  2.510906e+00  4.222450e-04  2.220518e-03       956         0
    75   18.750  -293.34716982  1.678000e-01  2.510960e+00  4.072569e-04  2.145144e-03       968         0
    76   19.000  -293.34722749  1.678453e-01  2.511012e+00  3.928679e-04  2.072331e-03       980         0
    77   19.250  -293.34728260  1.678885e-01  2.511062e+00  3.790454e-04  2.001990e-03       992         0
    78   19.500  -293.34733530  1.679296e-01  2.511111e+00  3.657595e-04  1.934037e-03      1004         0
    79   19.750  -293.34738571  1.679688e-01  2.511157e+00  3.529829e-04  1.868392e-03      1016         0
    80   20.000  -293.34743395  1.680062e-01  2.511202e+00  3.406901e-04  1.804976e-03      1028         0
    81   20.250  -293.34748013  1.680419e-01  2.511245e+00  3.288580e-04  1.743712e-03      1040         0
    82   20.500  -293.34752436  1.680759e-01  2.511286e+00  3.174648e-04  1.684528e-03      1052         0
    83   20.750  -293.34756672  1.681085e-01  2.511327e+00  3.064906e-04  1.627353e-03      1064         0
    84   21.000  -293.34760731  1.681396e-01  2.511365e+00  2.959166e-04  1.572119e-03      1076         0
    85   21.250  -293.34764623  1.681694e-01  2.511403e+00  2.857255e-04  1.518760e-03      1088         0
    86   21.500  -293.34768353  1.681978e-01  2.511439e+00  2.759009e-04  1.467212e-03      1100         0
    87   21.750  -293.34771932  1.682251e-01  2.511474e+00  2.664276e-04  1.417413e-03      1112         0
    88   22.000  -293.34775365  1.682513e-01  2.511507e+00  2.572910e-04  1.369304e-03      1124         0
    89   22.250  -293.34778659  1.682763e-01  2.511540e+00  2.484777e-04  1.322829e-03      1136         0
    90   22.500  -293.34781821  1.683004e-01  2.511571e+00  2.399749e-04  1.277931e-03      1148         0
    91   22.750  -293.34784856  1.683234e-01  2.511601e+00  2.317704e-04  1.234556e-03      1160         0
    92   23.000  -293.34787772  1.683455e-01  2.511630e+00  2.238527e-04  1.192654e-03      1172         0
    93   23.250  -293.34790572  1.683668e-01  2.511659e+00  2.162110e-04  1.152174e-03      1184         0
    94   23.500  -293.34793262  1.683872e-01  2.511686e+00  2.088348e-04  1.113068e-03      1196         0
    95   23.750  -293.34795846  1.684068e-01  2.511712e+00  2.017143e-04  1.075290e-03      1208         0
    96   24.000  -293.34798330  1.684256e-01  2.511738e+00  1.948400e-04  1.038793e-03      1220         0
    97   24.250  -293.34800718  1.684438e-01  2.511762e+00  1.882030e-04  1.003536e-03      1232         0
    98   24.500  -293.34803014  1.684612e-01  2.511786e+00  1.817946e-04  9.694745e-04      1244         0
    99   24.750  -293.34805222  1.684779e-01  2.511809e+00  1.756066e-04  9.365694e-04      1256         0
   100   25.000  -293.34807345  1.684941e-01  2.511831e+00  1.696311e-04  9.047812e-04      1268         0
   101   25.250  -293.34809388  1.685096e-01  2.511853e+00  1.638606e-04  8.740719e-04      1280         0
   102   25.500  -293.34811353  1.685245e-01  2.511873e+00  1.582877e-04  8.444049e-04      1292         0
   103   25.750  -293.34813243  1.685389e-01  2.511893e+00  1.529055e-04  8.157449e-04      1304         0
   104   26.000  -293.34815063  1.685528e-01  2.511913e+00  1.477073e-04  7.880575e-04      1316         0
   105   26.250  -293.34816814  1.685661e-01  2.511931e+00  1.426867e-04  7.613099e-04      1328         0
   106   26.500  -293.34818499  1.685790e-01  2.511949e+00  1.378375e-04  7.354702e-04      1340         0
   107   26.750  -293.34820122  1.685914e-01  2.511967e+00  1.331538e-04  7.105074e-04      1352         0
   108   27.000  -293.34821685  1.686033e-01  2.511984e+00  1.286297e-04  6.863919e-04      1364         0
   109   27.250  -293.34823189  1.686148e-01  2.512000e+00  1.242598e-04  6.630949e-04      1376         0
   110   27.500  -293.34824638  1.686259e-01  2.512016e+00  1.200387e-04  6.405886e-04      1388         0
   111   27.750  -293.34826034  1.686366e-01  2.512031e+00  1.159614e-04  6.188462e-04      1400         0
   112   28.000  -293.34827378  1.686469e-01  2.512046e+00  1.120228e-04  5.978417e-04      1412         0
   113   28.250  -293.34828674  1.686569e-01  2.512060e+00  1.082182e-04  5.775501e-04      1424         0
   114   28.500  -293.34829921  1.686665e-01  2.512074e+00  1.045431e-04  5.579473e-04      1436         0
   115   28.750  -293.34831124  1.686757e-01  2.512087e+00  1.009929e-04  5.390097e-04      1448         0
   116   29.000  -293.34832282  1.686847e-01  2.512100e+00  9.756344e-05  5.207150e-04      1460         0
   117   29.250  -293.34833399  1.686933e-01  2.512112e+00  9.425055e-05  5.030411e-04      1472         0
   118   29.500  -293.34834475  1.687016e-01  2.512124e+00  9.105027e-05  4.859671e-04      1484         0
   119   29.750  -293.34835512  1.687096e-01  2.512136e+00  8.795873e-05  4.694727e-04      1496         0
   120   30.000  -293.34836512  1.687173e-01  2.512147e+00  8.497224e-05  4.535380e-04      1508         0
   121   30.250  -293.34837476  1.687248e-01  2.512158e+00  8.208722e-05  4.381442e-04      1520         0
   122   30.500  -293.34838405  1.687320e-01  2.512168e+00  7.930020e-05  4.232728e-04      1532         0
   123   30.750  -293.34839301  1.687390e-01  2.512178e+00  7.660785e-05  4.089062e-04      1544         0
   124   31.000  -293.34840165  1.687457e-01  2.512188e+00  7.400694e-05  3.950273e-04      1556         0
   125   31.250  -293.34840998  1.687522e-01  2.512197e+00  7.149437e-05  3.816193e-04      1568         0
   126   31.500  -293.34841802  1.687584e-01  2.512206e+00  6.906713e-05  3.686665e-04      1580         0
   127   31.750  -293.34842577  1.687645e-01  2.512215e+00  6.672231e-05  3.561532e-04      1592         0
   128   32.000  -293.34843324  1.687703e-01  2.512224e+00  6.445712e-05  3.440647e-04      1604         0
   129   32.250  -293.34844045  1.687759e-01  2.512232e+00  6.226885e-05  3.323865e-04      1616         0
   130   32.500  -293.34844740  1.687814e-01  2.512240e+00  6.015488e-05  3.211046e-04      1628         0
   131   32.750  -293.34845411  1.687866e-01  2.512248e+00  5.811269e-05  3.102057e-04      1640         0
   132   33.000  -293.34846058  1.687917e-01  2.512255e+00  5.613984e-05  2.996767e-04      1652         0
   133   33.250  -293.34846682  1.687966e-01  2.512262e+00  5.423397e-05  2.895050e-04      1664         0
   134   33.500  -293.34847284  1.688013e-01  2.512269e+00  5.239281e-05  2.796786e-04      1676         0
   135   33.750  -293.34847865  1.688059e-01  2.512276e+00  5.061416e-05  2.701857e-04      1688         0
   136   34.000  -293.34848425  1.688103e-01  2.512282e+00  4.889589e-05  2.610150e-04      1700         0
   137   34.250  -293.34848966  1.688145e-01  2.512289e+00  4.723597e-05  2.521555e-04      1712         0
   138   34.500  -293.34849488  1.688187e-01  2.512295e+00  4.563239e-05  2.435968e-04      1724         0
   139   34.750  -293.34849992  1.688226e-01  2.512300e+00  4.408326e-05  2.353286e-04      1736         0
   140   35.000  -293.34850478  1.688265e-01  2.512306e+00  4.258672e-05  2.273409e-04      1748         0
   141   35.250  -293.34850947  1.688302e-01  2.512311e+00  4.114099e-05  2.196244e-04      1760         0
   142   35.500  -293.34851400  1.688337e-01  2.512317e+00  3.974434e-05  2.121698e-04      1772         0
   143   35.750  -293.34851837  1.688372e-01  2.512322e+00  3.839511e-05  2.049683e-04      1784         0
   144   36.000  -293.34852258  1.688405e-01  2.512327e+00  3.709168e-05  1.980111e-04      1796         0
   145   36.250  -293.34852665  1.688438e-01  2.512331e+00  3.583250e-05  1.912901e-04      1808         0
   146   36.500  -293.34853058  1.688469e-01  2.512336e+00  3.461607e-05  1.847972e-04      1820         0
   147   36.750  -293.34853437  1.688499e-01  2.512340e+00  3.344094e-05  1.785247e-04      1832         0
   148   37.000  -293.34853803  1.688528e-01  2.512345e+00  3.230570e-05  1.724651e-04      1844         0
   149   37.250  -293.34854156  1.688556e-01  2.512349e+00  3.120900e-05  1.666112e-04      1856         0
   150   37.500  -293.34854498  1.688583e-01  2.512353e+00  3.014953e-05  1.609559e-04      1868         0
   151   37.750  -293.34854827  1.688609e-01  2.512357e+00  2.912603e-05  1.554926e-04      1880         0
   152   38.000  -293.34855145  1.688635e-01  2.512360e+00  2.813728e-05  1.502148e-04      1892         0
   153   38.250  -293.34855451  1.688659e-01  2.512364e+00  2.718209e-05  1.451160e-04      1904         0
   154   38.500  -293.34855748  1.688683e-01  2.512368e+00  2.625933e-05  1.401904e-04      1916         0
   155   38.750  -293.34856034  1.688705e-01  2.512371e+00  2.536790e-05  1.354319e-04      1928         0
   156   39.000  -293.34856310  1.688727e-01  2.512374e+00  2.450673e-05  1.308349e-04      1940         0
   157   39.250  -293.34856576  1.688749e-01  2.512377e+00  2.367479e-05  1.263940e-04      1952         0
   158   39.500  -293.34856834  1.688769e-01  2.512380e+00  2.287110e-05  1.221038e-04      1964         0
   159   39.750  -293.34857082  1.688789e-01  2.512383e+00  2.209469e-05  1.179592e-04      1976         0
   160   40.000  -293.34857322  1.688808e-01  2.512386e+00  2.134465e-05  1.139553e-04      1988         0
   161   40.250  -293.34857554  1.688827e-01  2.512389e+00  2.062006e-05  1.100873e-04      2000         0
   162   40.500  -293.34857777  1.688845e-01  2.512392e+00  1.992007e-05  1.063506e-04      2012         0
   163   40.750  -293.34857993  1.688862e-01  2.512394e+00  1.924385e-05  1.027408e-04      2024         0
   164   41.000  -293.34858202  1.688879e-01  2.512397e+00  1.859058e-05  9.925340e-05      2036         0
   165   41.250  -293.34858403  1.688895e-01  2.512399e+00  1.795949e-05  9.588442e-05      2048         0
   166   41.500  -293.34858598  1.688910e-01  2.512401e+00  1.734982e-05  9.262979e-05      2060         0
   167   41.750  -293.34858786  1.688925e-01  2.512403e+00  1.676085e-05  8.948563e-05      2072         0
   168   42.000  -293.34858967  1.688940e-01  2.512406e+00  1.619188e-05  8.644820e-05      2084         0
   169   42.250  -293.34859142  1.688954e-01  2.512408e+00  1.564222e-05  8.351386e-05      2096         0
   170   42.500  -293.34859311  1.688968e-01  2.512410e+00  1.511122e-05  8.067912e-05      2108         0
   171   42.750  -293.34859475  1.688981e-01  2.512412e+00  1.459825e-05  7.794060e-05      2120         0
   172   43.000  -293.34859632  1.688993e-01  2.512413e+00  1.410269e-05  7.529503e-05      2132         0
   173   43.250  -293.34859785  1.689006e-01  2.512415e+00  1.362395e-05  7.273926e-05      2144         0
   174   43.500  -293.34859932  1.689017e-01  2.512417e+00  1.316147e-05  7.027024e-05      2156         0
   175   43.750  -293.34860074  1.689029e-01  2.512419e+00  1.271469e-05  6.788502e-05      2168         0
   176   44.000  -293.34860211  1.689040e-01  2.512420e+00  1.228307e-05  6.558077e-05      2180         0
   177   44.250  -293.34860343  1.689050e-01  2.512422e+00  1.186611e-05  6.335473e-05      2192         0
   178   44.500  -293.34860471  1.689061e-01  2.512423e+00  1.146330e-05  6.120424e-05      2204         0
   179   44.750  -293.34860595  1.689071e-01  2.512425e+00  1.107416e-05  5.912676e-05      2216         0
   180   45.000  -293.34860714  1.689080e-01  2.512426e+00  1.069824e-05  5.711978e-05      2228         0
   181   45.250  -293.34860830  1.689090e-01  2.512428e+00  1.033508e-05  5.518093e-05      2240         0
   182   45.500  -293.34860941  1.689099e-01  2.512429e+00  9.984243e-06  5.330790e-05      2252         0
   183   45.750  -293.34861049  1.689107e-01  2.512430e+00  9.645319e-06  5.149843e-05      2264         0
   184   46.000  -293.34861152  1.689116e-01  2.512432e+00  9.317900e-06  4.975039e-05      2276         0
   185   46.250  -293.34861253  1.689124e-01  2.512433e+00  9.001596e-06  4.806168e-05      2288         0
   186   46.500  -293.34861350  1.689132e-01  2.512434e+00  8.696030e-06  4.643029e-05      2300         0
   187   46.750  -293.34861443  1.689139e-01  2.512435e+00  8.400837e-06  4.485428e-05      2312         0
   188   47.000  -293.34861534  1.689146e-01  2.512436e+00  8.115664e-06  4.333176e-05      2324         0
   189   47.250  -293.34861621  1.689153e-01  2.512437e+00  7.840173e-06  4.186092e-05      2336         0
   190   47.500  -293.34861705  1.689160e-01  2.512438e+00  7.574033e-06  4.044000e-05      2348         0
   191   47.750  -293.34861787  1.689167e-01  2.512439e+00  7.316928e-06  3.906732e-05      2360         0
   192   48.000  -293.34861865  1.689173e-01  2.512440e+00  7.068551e-06  3.774123e-05      2372         0
   193   48.250  -293.34861941  1.689179e-01  2.512441e+00  6.828606e-06  3.646015e-05      2384         0
   194   48.500  -293.34862015  1.689185e-01  2.512442e+00  6.596806e-06  3.522256e-05      2396         0
   195   48.750  -293.34862086  1.689191e-01  2.512443e+00  6.372874e-06  3.402697e-05      2408         0
   196   49.000  -293.34862154  1.689196e-01  2.512444e+00  6.156544e-06  3.287197e-05      2420         0
   197   49.250  -293.34862220  1.689202e-01  2.512444e+00  5.947558e-06  3.175617e-05      2432         0
   198   49.500  -293.34862284  1.689207e-01  2.512445e+00  5.745667e-06  3.067824e-05      2444         0
   199   49.750  -293.34862346  1.689212e-01  2.512446e+00  5.550628e-06  2.963691e-05      2456         0
   200   50.000  -293.34862405  1.689217e-01  2.512447e+00  5.362211e-06  2.863092e-05      2468         0
   201   50.250  -293.34862463  1.689221e-01  2.512447e+00  5.180189e-06  2.765907e-05      2480         0
   202   50.500  -293.34862518  1.689226e-01  2.512448e+00  5.004347e-06  2.672022e-05      2492         0
   203   50.750  -293.34862572  1.689230e-01  2.512449e+00  4.834473e-06  2.581323e-05      2504         0
   204   51.000  -293.34862624  1.689234e-01  2.512449e+00  4.670367e-06  2.493703e-05      2516         0
   205   51.250  -293.34862674  1.689238e-01  2.512450e+00  4.511830e-06  2.409057e-05      2528         0
   206   51.500  -293.34862723  1.689242e-01  2.512450e+00  4.358676e-06  2.327284e-05      2540         0
   207   51.750  -293.34862769  1.689246e-01  2.512451e+00  4.210721e-06  2.248287e-05      2552         0
   208   52.000  -293.34862815  1.689250e-01  2.512451e+00  4.067788e-06  2.171972e-05      2564         0
   209   52.250  -293.34862858  1.689253e-01  2.512452e+00  3.929707e-06  2.098247e-05      2576         0
   210   52.500  -293.34862900  1.689257e-01  2.512452e+00  3.796313e-06  2.027024e-05      2588         0
   211   52.750  -293.34862941  1.689260e-01  2.512453e+00  3.667447e-06  1.958219e-05      2600         0
   212   53.000  -293.34862980  1.689263e-01  2.512453e+00  3.542956e-06  1.891749e-05      2612         0
   213   53.250  -293.34863018  1.689266e-01  2.512454e+00  3.422691e-06  1.827536e-05      2624         0
   214   53.500  -293.34863055  1.689269e-01  2.512454e+00  3.306508e-06  1.765502e-05      2636         0
   215   53.750  -293.34863091  1.689272e-01  2.512455e+00  3.194269e-06  1.705574e-05      2648         0
   216   54.000  -293.34863125  1.689275e-01  2.512455e+00  3.085840e-06  1.647680e-05      2660         0
   217   54.250  -293.34863158  1.689278e-01  2.512456e+00  2.981092e-06  1.591751e-05      2672         0
   218   54.500  -293.34863190  1.689280e-01  2.512456e+00  2.879899e-06  1.537721e-05      2684         0
   219   54.750  -293.34863221  1.689283e-01  2.512456e+00  2.782142e-06  1.485525e-05      2696         0
   220   55.000  -293.34863250  1.689285e-01  2.512457e+00  2.687703e-06  1.435100e-05      2708         0
   221   55.250  -293.34863279  1.689287e-01  2.512457e+00  2.596469e-06  1.386387e-05      2720         0
   222   55.500  -293.34863307  1.689290e-01  2.512457e+00  2.508333e-06  1.339328e-05      2732         0
   223   55.750  -293.34863334  1.689292e-01  2.512458e+00  2.423188e-06  1.293865e-05      2744         0
   224   56.000  -293.34863360  1.689294e-01  2.512458e+00  2.340934e-06  1.249946e-05      2756         0
   225   56.250  -293.34863385  1.689296e-01  2.512458e+00  2.261472e-06  1.207518e-05      2768         0
   226   56.500  -293.34863409  1.689298e-01  2.512459e+00  2.184707e-06  1.166530e-05      2780         0
   227   56.750  -293.34863433  1.689300e-01  2.512459e+00  2.110548e-06  1.126934e-05      2792         0
   228   57.000  -293.34863455  1.689302e-01  2.512459e+00  2.038906e-06  1.088681e-05      2804         0
   229   57.250  -293.34863477  1.689303e-01  2.512459e+00  1.969697e-06  1.051727e-05      2816         0
   230   57.500  -293.34863498  1.689305e-01  2.512460e+00  1.902836e-06  1.016027e-05      2828         0
   231   57.750  -293.34863519  1.689307e-01  2.512460e+00  1.838245e-06  9.815389e-06      2840         0
   232   58.000  -293.34863538  1.689308e-01  2.512460e+00  1.775847e-06  9.482216e-06      2852         0
   233   58.250  -293.34863557  1.689310e-01  2.512460e+00  1.715566e-06  9.160351e-06      2864         0
   234   58.500  -293.34863576  1.689311e-01  2.512461e+00  1.657332e-06  8.849412e-06      2876         0
   235   58.750  -293.34863593  1.689313e-01  2.512461e+00  1.601075e-06  8.549027e-06      2888         0
   236   59.000  -293.34863611  1.689314e-01  2.512461e+00  1.546727e-06  8.258839e-06      2900         0
   237   59.250  -293.34863627  1.689316e-01  2.512461e+00  1.494224e-06  7.978501e-06      2912         0
   238   59.500  -293.34863643  1.689317e-01  2.512461e+00  1.443504e-06  7.707678e-06      2924         0
   239   59.750  -293.34863659  1.689318e-01  2.512462e+00  1.394505e-06  7.446048e-06      2936         0
   240   60.000  -293.34863674  1.689319e-01  2.512462e+00  1.347169e-06  7.193299e-06      2948         0
   241   60.250  -293.34863688  1.689321e-01  2.512462e+00  1.301440e-06  6.949130e-06      2960         0
   242   60.500  -293.34863702  1.689322e-01  2.512462e+00  1.257264e-06  6.713248e-06      2972         0
   243   60.750  -293.34863715  1.689323e-01  2.512462e+00  1.214587e-06  6.485373e-06      2984         0
   244   61.000  -293.34863728  1.689324e-01  2.512462e+00  1.173358e-06  6.265233e-06      2996         0
